datetime,test case,p,mesh family,fine m,solvers m,coarse m,solver,random rhs,solution warmup steps,solution measurement steps,solution repetitions,exception,residual norm,metadata,setup metadata,solve times,matrix and DOF map copy times,matrix permute times,solver setup times,rhs copy and permute times,solution permute and copy times
2025-12-11T13:06:01.308125+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S10,C10,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,"CUDA out of memory. Tried to allocate 36.00 GiB. GPU 0 has a total capacity of 79.25 GiB of which 25.90 GiB is free. Process 2868647 has 53.35 GiB memory in use. Of the allocated memory 51.31 GiB is allocated by PyTorch, and 849.11 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,,,,,,
2025-12-11T13:06:39.328354+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S11,C10,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.7188544663035704e-11,"{'iterations': 98, 'residual norms': [0.027077948860412045, 6.814363614683724, 7.256971404644198, 10.07786761049243, 4.442814116930388, 3.0315515841127287, 1.476797601995382, 0.6155003171724828, 0.2597816366962547, 0.13326532780991346, 0.07109092204334591, 0.03268765923843916, 0.027590626531491972, 0.035476539858385135, 0.029730503015063203, 0.024482106894547623, 0.01881775538201264, 0.014104830323203815, 0.015178722047911949, 0.013436704563256413, 0.008020218961814759, 0.003234707954352456, 0.002713519251875309, 0.0022768323165912874, 0.0024906342856979994, 0.002303793447695211, 0.001334641564125859, 0.0011614361098939126, 0.0013870307446248187, 0.00059727287760107, 0.00045816940652475773, 0.0004530213477396348, 0.00034015957927530023, 0.0001700474555685456, 9.980796683546931e-05, 0.000122638060619889, 8.589439666081422e-05, 7.869090583992688e-05, 7.513809638446243e-05, 5.3580887769565345e-05, 4.526442127208381e-05, 3.061488766669019e-05, 1.5504711203638292e-05, 9.266588140780253e-06, 8.834621473644955e-06, 1.2021931155956147e-05, 6.897024552129149e-06, 5.1167794317121424e-06, 4.629685715623076e-06, 3.7447425549080573e-06, 3.667603768277297e-06, 2.2559896874506847e-06, 1.4004919247800088e-06, 1.2115255489961246e-06, 6.605020386604091e-07, 6.444971986089383e-07, 4.523356159411526e-07, 3.968917423841241e-07, 4.3684632686514655e-07, 3.269924351791759e-07, 2.7274207045134017e-07, 2.423276726194084e-07, 1.1886574741893587e-07, 6.990943908787803e-08, 5.875864245847703e-08, 4.9901795461504045e-08, 4.7894927076816756e-08, 3.3559021845682075e-08, 2.4328444795547747e-08, 2.1445174592296345e-08, 2.0288133670812135e-08, 1.7537597804719137e-08, 1.230363955511133e-08, 9.34193441443758e-09, 6.544934766685224e-09, 4.564914862265651e-09, 3.136913523347103e-09, 2.9009573889757217e-09, 2.1010617015054488e-09, 2.000744160203497e-09, 1.7825964354172197e-09, 1.4525944918930295e-09, 1.1556935338944672e-09, 6.520885567665731e-10, 5.772183769658306e-10, 4.812390360203992e-10, 3.448137016432463e-10, 3.419932657411305e-10, 2.6431437130736885e-10, 2.0552972203611e-10, 1.3610335631730971e-10, 1.095428887982728e-10, 9.039124051781601e-11, 8.105647946693594e-11, 5.590735549874638e-11, 4.3463108564630955e-11, 3.53784227597821e-11, 3.30132230941513e-11, 2.504298161195355e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2595.406982421875, 2476.706298828125, 2480.852783203125, 2484.050537109375, 2481.6552734375, 2477.984619140625, 2477.666259765625, 2477.80224609375, 2476.884033203125, 2477.768798828125]",[1067.8929443359375],[3564.11376953125],[3633.58837890625],[524.5730590820312],[382.0541687011719]
2025-12-11T13:07:13.394384+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S11,C10,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,1.9993773784468716e-11,"{'iterations': 68, 'residual norms': [6.814222784494703, 7.243419260527948, 9.90990706850096, 4.132920311435644, 2.736675134358903, 1.2712046835711082, 0.45533694669491276, 0.18031680052210353, 0.07002674280589329, 0.04491985983650589, 0.04466933208579503, 0.05027506126233178, 0.032789281395704285, 0.026031127653697465, 0.016006343920573318, 0.013521972570427162, 0.011642439857387799, 0.006807343941677803, 0.0025085723409907098, 0.0015077828467771018, 0.0006733720535556897, 0.0004805085346855192, 0.0003952889074572092, 9.940225110418429e-05, 5.249591289800839e-05, 6.120358190301018e-05, 4.8668343937833016e-05, 3.162691996868492e-05, 2.750337648133461e-05, 1.8710460044098948e-05, 1.2485634374155921e-05, 7.560786479510474e-06, 5.675561419308691e-06, 4.401159676871425e-06, 2.0090384513789977e-06, 1.4232955060704888e-06, 6.124680551184073e-07, 4.563605410490105e-07, 4.4489619371193117e-07, 4.1236903210041117e-07, 2.263699052639037e-07, 2.1546932796726187e-07, 1.4017371626389428e-07, 7.296664052223402e-08, 6.261337295129105e-08, 4.335776147246825e-08, 4.7919196247877015e-08, 3.409288765958714e-08, 1.8792659380752942e-08, 1.3854075738125714e-08, 8.269275710510937e-09, 6.786424145670265e-09, 5.718122108780142e-09, 3.4814908262402167e-09, 2.0367504389130813e-09, 1.346544316288011e-09, 1.4399109035349362e-09, 8.891302431242289e-10, 6.373127886536798e-10, 3.811795411076354e-10, 2.777842538277409e-10, 1.7985770038717812e-10, 1.143690589630849e-10, 9.404806924356906e-11, 7.590206653321522e-11, 6.257016220253812e-11, 4.080882848006573e-11, 3.117457960188462e-11, 1.7885043405025233e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[1924.45166015625, 1827.131591796875, 1827.259521484375, 1828.0052490234375, 1824.00048828125, 1825.193603515625, 1825.794921875, 1824.8790283203125, 1824.2667236328125, 1824.4056396484375]",[1049.8406982421875],[3594.10791015625],[6052.5986328125],[431.9663391113281],[460.25225830078125]
2025-12-11T13:07:58.914323+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S12,C10,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.7542335153011576e-11,"{'iterations': 111, 'residual norms': [0.027077948860412045, 6.814319110738731, 6.317590895795494, 7.16675192514289, 5.497866246920244, 6.231440198185952, 4.180995264289616, 2.3433560830398172, 1.3239637287362382, 0.42991704765972305, 0.2519935872117617, 0.1343024883194113, 0.06373183014645097, 0.023239992823807204, 0.019807486386637905, 0.01646624933664252, 0.018235471554706915, 0.026864624563600704, 0.009637833546698714, 0.017689560793578418, 0.012671491970766242, 0.004195015672728151, 0.0033360836868370023, 0.003386717115612202, 0.0021646357004058204, 0.0013882894464549952, 0.0011528859401725104, 0.0010853348561166041, 0.0008746943479869996, 0.0005151304682352963, 0.0005418399506805024, 0.0006987120564791193, 0.0005694488829785083, 0.00043483486959360404, 0.00028625487917461164, 0.00016980850328887208, 0.00011222696081265605, 8.136641980199424e-05, 6.126893564047575e-05, 4.600117876952571e-05, 3.477513737762868e-05, 3.7177622375508796e-05, 3.050487959573825e-05, 2.4534932623774292e-05, 2.220466341780213e-05, 2.1442850945072275e-05, 1.9070129966100682e-05, 1.4786169605544663e-05, 1.441401148719715e-05, 9.846672135226916e-06, 5.609443868829757e-06, 3.3955458956931123e-06, 2.8520076261214504e-06, 1.9322248777041065e-06, 1.4362203512618174e-06, 1.4880076987496146e-06, 1.3256388434981962e-06, 1.212780997503923e-06, 1.0211345079544437e-06, 7.998366777799508e-07, 6.375026796635882e-07, 5.611718698530565e-07, 5.229149187630743e-07, 4.1927563247163257e-07, 2.892549943219679e-07, 2.1155614121119573e-07, 1.7002801360749196e-07, 1.315835281365157e-07, 1.2181662697788647e-07, 1.0656079767122654e-07, 9.302942736879251e-08, 6.948042626461425e-08, 4.8825120851083665e-08, 3.911699120915186e-08, 3.249141155042369e-08, 2.850005806615892e-08, 2.2399839296854443e-08, 2.0131552398369138e-08, 1.7278628920744023e-08, 1.4149836027307563e-08, 1.076661669027535e-08, 8.41673156696512e-09, 7.756875433968264e-09, 6.55232088501018e-09, 5.429970743214109e-09, 4.417994772251811e-09, 3.612048435382056e-09, 2.9955343485179397e-09, 2.6890000155876666e-09, 1.871412488974697e-09, 1.5429607597409488e-09, 1.2299957583938715e-09, 1.0442516179619525e-09, 8.301781546349345e-10, 6.827916373455007e-10, 5.086802689369485e-10, 4.492834163944298e-10, 3.8057335764089944e-10, 3.296515715330286e-10, 2.7506146788557825e-10, 2.1217298655255182e-10, 1.8101764654678128e-10, 1.4826741456747905e-10, 1.209128926417126e-10, 9.116421160889682e-11, 7.102707286164413e-11, 6.47675653787168e-11, 6.00910920068904e-11, 4.933727506643225e-11, 3.735702883303447e-11, 3.1626112256421236e-11, 2.5177504039618388e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2884.26953125, 2772.95068359375, 2774.800537109375, 2772.546875, 2774.9404296875, 2773.896484375, 2773.896728515625, 2773.2353515625, 2773.4287109375, 2773.533935546875]",[1118.6937255859375],[3607.929931640625],[3486.5029296875],[411.6369934082031],[212.45980834960938]
2025-12-11T13:08:42.093012+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S12,C10,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,2.3913826991734666e-11,"{'iterations': 90, 'residual norms': [6.814222784495133, 6.312009939371247, 7.129577273678691, 5.292087925888879, 6.311998907239574, 4.051737283467754, 1.7022872800441597, 1.2677680561724707, 0.34943520886523466, 0.1832334492514894, 0.10831637392990653, 0.030748642255953227, 0.023070981800648673, 0.024723399120237216, 0.020755337993932674, 0.023456928243916757, 0.011592975768017185, 0.01762159751644537, 0.011893792048007975, 0.0061536225352810696, 0.002542681470830198, 0.002280711722414868, 0.001398545446400073, 0.0004670159763681198, 0.0002997426468556431, 0.00029005118221408675, 0.00019518971749726686, 9.965185814007363e-05, 6.400299998453673e-05, 4.2847650654798064e-05, 3.358795299226848e-05, 2.857808725019966e-05, 2.9232423202914614e-05, 2.9764464610168475e-05, 2.5522805619128754e-05, 1.929424792560438e-05, 1.037920435527328e-05, 6.557971767395847e-06, 3.944072530167459e-06, 3.4862306235033176e-06, 3.224754321825398e-06, 2.2865132120389984e-06, 2.2558856924403725e-06, 1.408549505310942e-06, 8.268269241372386e-07, 6.64181780211342e-07, 6.659596187187844e-07, 5.379515267551918e-07, 4.6523367297453716e-07, 3.534080992760521e-07, 2.4899927845825954e-07, 1.752392903455163e-07, 1.4400853830439322e-07, 9.164770297266869e-08, 8.542636323468723e-08, 6.552368244208072e-08, 5.906542062736743e-08, 4.081920327097938e-08, 3.1629927777411596e-08, 2.7434814812364525e-08, 2.0438731803962624e-08, 1.5929297559799077e-08, 1.254432830367662e-08, 9.684011494045236e-09, 8.559432979560031e-09, 6.667049799996112e-09, 5.114407792119122e-09, 3.886888029457059e-09, 2.9045006744623465e-09, 2.4471196906928893e-09, 2.0855967660658113e-09, 1.726024665973603e-09, 1.2514274359830549e-09, 1.0408310899125779e-09, 9.844738632760398e-10, 6.921140428960174e-10, 5.581800834731242e-10, 4.3916184333865697e-10, 3.517075958685267e-10, 2.8060569611642177e-10, 2.1184792008125774e-10, 1.6901085244519682e-10, 1.4258155739539308e-10, 1.1919997484562272e-10, 9.132377955035958e-11, 6.794756406627129e-11, 5.456945815513926e-11, 4.5666836619941914e-11, 3.7216342096765446e-11, 2.8148050444083146e-11, 2.166484245762952e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2433.713623046875, 2340.18798828125, 2333.813720703125, 2331.15283203125, 2333.681396484375, 2336.3125, 2333.3232421875, 2333.020751953125, 2331.677001953125, 2332.238037109375]",[1092.489501953125],[3633.59033203125],[5793.47412109375],[754.9336547851562],[399.33306884765625]
2025-12-11T13:09:29.952217+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S11,C11,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.094095347227216e-11,"{'iterations': 67, 'residual norms': [0.027077948860412045, 9.636848710799766, 8.72271561843941, 7.204439589317496, 2.25147364907715, 1.0181494433650466, 0.44279239997333936, 0.21378305359996821, 0.10136644586451707, 0.04000470770860387, 0.023872386486749414, 0.016480305469920516, 0.012778981458715956, 0.012720868358008152, 0.01161199089377432, 0.0035698752714276817, 0.0020024463437152955, 0.0017036851843846858, 0.001666069776013503, 0.000979697310138305, 0.0005341194272940843, 0.0005734531248482392, 0.0003915346002212433, 0.00015340360898271293, 7.855413224757638e-05, 9.758447577329597e-05, 5.831478344134413e-05, 3.1449315049876266e-05, 2.7701898380698305e-05, 1.5636194730086772e-05, 1.2681030233242777e-05, 9.08865172581123e-06, 3.6348524550023867e-06, 3.2273249531266164e-06, 2.7708500108938507e-06, 1.983853649688569e-06, 1.8047942005099801e-06, 1.093386007613449e-06, 5.065543865095503e-07, 3.439677998970562e-07, 2.2123207482926266e-07, 2.2909417101934346e-07, 1.7296651782342596e-07, 1.2653843900940566e-07, 8.01246622080382e-08, 4.0726594386700796e-08, 3.3506797099924465e-08, 2.6266064163681152e-08, 1.7744268646497456e-08, 1.1210514987737121e-08, 8.024625657406436e-09, 6.2488525705493e-09, 5.724290586314834e-09, 3.9648681938876014e-09, 2.1871097057575743e-09, 1.2273303013895696e-09, 8.131865346693099e-10, 6.185641206972957e-10, 5.236621529824888e-10, 4.684422979944118e-10, 2.8221880424639507e-10, 1.8253894762566203e-10, 1.1023964845698135e-10, 8.755760061882581e-11, 5.929492067695453e-11, 4.3398466808248316e-11, 3.0791611146590574e-11, 1.89668916391466e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[3066.50390625, 2953.489013671875, 2954.988525390625, 2955.763671875, 2956.990966796875, 2954.01171875, 2955.09375, 2955.763916015625, 2956.3271484375, 2955.8359375]",[996.7025756835938],[3706.3447265625],[7527.94287109375],[534.9691772460938],[400.5621643066406]
2025-12-11T13:10:08.545551+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S11,C11,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,2.478891759477301e-11,"{'iterations': 44, 'residual norms': [9.63677243497177, 8.712191340596098, 7.119825378383589, 2.1250274805449454, 0.8049967274838928, 0.25626675143231653, 0.11427523060005099, 0.04057391603465267, 0.02215891791420851, 0.018190761522761327, 0.01442634554321805, 0.008927552446329064, 0.002782875674273899, 0.0010229844930622542, 0.0005753143091751243, 0.0005694455864665786, 0.00013435716703526397, 4.252579378856568e-05, 3.534192794486213e-05, 2.0351323648380654e-05, 1.0236657890339843e-05, 5.5352982259908625e-06, 4.224426823164777e-06, 2.596166641759624e-06, 1.3445751653572809e-06, 6.593907794796589e-07, 2.186670761964184e-07, 1.2409079507521093e-07, 7.904174200528496e-08, 4.30208265094798e-08, 3.53955216957945e-08, 1.745952150526803e-08, 1.0776026773394853e-08, 6.758661555955715e-09, 5.574093524094983e-09, 2.6915295122850316e-09, 1.565661151729902e-09, 6.536260468095746e-10, 3.2737662363377e-10, 2.6435518967981517e-10, 2.0085435262677516e-10, 1.0756529846776546e-10, 5.6721458902414234e-11, 3.869169301481582e-11, 2.3672255700801526e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[1970.247802734375, 1886.9693603515625, 1889.4661865234375, 1887.91064453125, 1888.26953125, 1888.4239501953125, 1889.24951171875, 1888.0382080078125, 1889.004150390625, 1887.9010009765625]",[1037.7979736328125],[3599.18115234375],[9615.529296875],[428.80322265625],[392.77471923828125]
2025-12-11T13:11:00.037725+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S12,C11,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.3823222843780205e-11,"{'iterations': 68, 'residual norms': [0.027077948860412045, 9.63685836682113, 8.930506292107347, 7.191716987666537, 2.9128548628261517, 1.3168964508875192, 0.6470160586390719, 0.2625038910727143, 0.02090890159086303, 0.014680726416846507, 0.018359216909677945, 0.0072454718093915935, 0.003961680907588994, 0.0037931700196111194, 0.0026950977131578163, 0.0016254393107481189, 0.0014062315573536112, 0.0010805737852944176, 0.0008443821819970039, 0.0005640328433950474, 0.0002703083506489768, 0.00018981290824574638, 0.00012361907299161817, 0.00012058016867141612, 8.322688600909231e-05, 6.708356953400993e-05, 3.95905464649468e-05, 2.455517234547833e-05, 1.695043289296247e-05, 1.0038032820084098e-05, 9.219958560912644e-06, 6.56292734244479e-06, 4.938448644010478e-06, 4.170781978061778e-06, 2.509423549109171e-06, 1.5137747490130363e-06, 1.0083436234838092e-06, 7.205981736569875e-07, 4.883654569525366e-07, 4.5569077358338407e-07, 3.3180228854439843e-07, 2.043065428153037e-07, 1.439445679147032e-07, 9.782659514742854e-08, 6.695179735952567e-08, 4.733477324632488e-08, 3.918512696576639e-08, 2.6800963887500057e-08, 1.8501902605959795e-08, 1.3474625443169446e-08, 9.768721278572995e-09, 6.832967608908666e-09, 5.238414886320645e-09, 3.6927100263399405e-09, 2.3255932509260513e-09, 1.728531224538417e-09, 1.2717352358558759e-09, 8.169283148141275e-10, 6.300521118336627e-10, 4.66025918275949e-10, 3.7076429012071155e-10, 2.4844543580210245e-10, 1.7459632719417137e-10, 1.0469607950001794e-10, 8.166904230277208e-11, 6.21369170895998e-11, 4.501830352160154e-11, 2.900476899934765e-11, 2.2097981014278508e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[3089.276611328125, 2975.89013671875, 2975.86474609375, 2975.842041015625, 2975.080810546875, 2974.86279296875, 2976.40576171875, 2976.13818359375, 2976.421142578125, 2976.028564453125]",[869.7348022460938],[3668.74658203125],[7332.08740234375],[378.67657470703125],[470.133056640625]
2025-12-11T13:11:45.386900+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S12,C11,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,2.685440145998156e-11,"{'iterations': 51, 'residual norms': [9.636772434966081, 8.926552821578364, 7.156389881066924, 2.8024567441074093, 1.3184618825997634, 0.607939313064796, 0.02860093812692587, 0.028004605112586414, 0.02764333554099885, 0.011334973383856925, 0.0049080762705041026, 0.0020704146725203892, 0.0015767651878246327, 0.0009019628190756589, 0.00041567783421451716, 0.0003220401717368622, 0.0002492543115541335, 0.00016142412901312152, 0.00013446284730454428, 4.94461730444009e-05, 2.324959782953685e-05, 1.0777910398737141e-05, 7.053703919763104e-06, 4.527866604384863e-06, 3.257408504831907e-06, 2.440926714164824e-06, 1.402250057954287e-06, 9.87580263382526e-07, 5.442762585877522e-07, 3.50410910185174e-07, 2.10482331846754e-07, 1.5214867405346358e-07, 9.202475692834538e-08, 6.02220708400472e-08, 3.404726724649775e-08, 1.9431738075975908e-08, 1.2168318621941964e-08, 7.635636280364836e-09, 5.847996978904144e-09, 3.791206056465128e-09, 2.572306756608645e-09, 1.4438488924669212e-09, 9.533164328666147e-10, 7.113750162412711e-10, 4.3005899497412934e-10, 2.95669684611245e-10, 1.8333933412039748e-10, 1.1468029823193895e-10, 7.064997350887712e-11, 4.893364068402205e-11, 3.440825550038099e-11, 2.5685083841969415e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2225.9404296875, 2139.23828125, 2138.725830078125, 2138.527099609375, 2138.162109375, 2139.541259765625, 2139.027587890625, 2140.26220703125, 2139.49267578125, 2139.18310546875]",[937.3258056640625],[3632.724609375],[9330.970703125],[468.6844482421875],[403.6715087890625]
2025-12-11T13:13:30.997802+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S12,C12,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.602644633131538e-11,"{'iterations': 49, 'residual norms': [0.027077948860412045, 13.627582111357126, 5.532835359710245, 4.222933561558587, 1.4607783348682941, 0.1165475714926967, 0.016930415588860163, 0.006758549251335572, 0.0038274090041157728, 0.004545750614314096, 0.003239391833387762, 0.0015321842393337406, 0.0007325180143356577, 0.0003867515141544012, 0.0002484082371928711, 0.00017695856878142412, 0.00013642804058264905, 6.924452860980013e-05, 4.311307111027885e-05, 2.0994364044170808e-05, 1.536433043933021e-05, 1.0892729667999823e-05, 6.281127295729521e-06, 4.1860333993127415e-06, 2.4998090600894696e-06, 1.7302354561799702e-06, 9.805388771994704e-07, 5.895684637109846e-07, 4.121529003416178e-07, 2.4968409030789675e-07, 1.636072889210021e-07, 9.966306782145425e-08, 6.905673251125738e-08, 4.295547744089508e-08, 2.4379336631361115e-08, 1.4893133134712941e-08, 1.0219577059269866e-08, 6.72797784701147e-09, 4.192773967076478e-09, 2.7134807329745003e-09, 1.7190922378014542e-09, 9.670651782293056e-10, 6.062757750414366e-10, 4.404998477182946e-10, 2.944980200787747e-10, 1.6019823199416562e-10, 9.574936295784396e-11, 6.330002050938014e-11, 4.328101201082346e-11, 2.4850867833742423e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[5841.2197265625, 5714.02734375, 5715.7158203125, 5718.05078125, 5716.31787109375, 5718.060546875, 5715.45361328125, 5714.12109375, 5715.4072265625, 5715.96337890625]",[1084.5438232421875],[3736.40283203125],[26338.84375],[395.0638427734375],[636.1424560546875]
2025-12-11T13:15:00.564356+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S12,C12,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,1.7406690728249436e-11,"{'iterations': 37, 'residual norms': [13.628454160435275, 5.52903259869918, 4.153632645443437, 0.14388893175479556, 0.02744799843689768, 0.010737971260894437, 0.004325384290972825, 0.0025711098524082757, 0.002324581499184463, 0.00121529883456661, 0.00034196658669858823, 0.00014981274140837925, 9.26781673735576e-05, 5.4788148795803306e-05, 3.294961904276639e-05, 1.5309915561275105e-05, 7.829987239091296e-06, 3.9119162151734984e-06, 2.03808058261321e-06, 1.2409232477277256e-06, 7.384608455841033e-07, 3.5262147818084646e-07, 1.8089484186960406e-07, 9.134205060882539e-08, 5.06555358596672e-08, 2.915844918757395e-08, 1.587487433966336e-08, 8.656158285737385e-09, 4.137751948126221e-09, 2.1719875964225325e-09, 1.2621216084285979e-09, 7.069663250836851e-10, 3.590316725366402e-10, 1.9540378050592613e-10, 9.770358158007504e-11, 5.567177046022993e-11, 2.9790411232179794e-11, 1.601116127580761e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[3851.95458984375, 3851.54931640625, 3845.11572265625, 3846.55126953125, 3844.3046875, 3847.954833984375, 3845.917724609375, 3846.69189453125, 3846.245361328125, 3844.878662109375]",[3680.27099609375],[3630.519287109375],[28625.177734375],[633.7515258789062],[415.6656494140625]
